Unnamed: 0,Company,Brand,Appliance,SKU,ENERGY_VALUE,ENERGY_UNIT,ENERGY_TIER,BRAND_PRODUCT_COUNT,APPLIANCE_CATEGORY_COUNT,AVG_ENERGY_FOR_APPLIANCE,ENERGY_VS_APPLIANCE_AVG,HAS_ENERGY_DATA,IS_MULTI_SKU_APPLIANCE_LINE
224,Samsung Group,Samsung,Freezer,SKU-63030,,,,50,1228,351.4947368421053,,False,True
225,Whirlpool Corporation,Diqua,Refrigerator,SKU-4144,,,,67,1145,353.9111111111111,,False,True
226,Arçelik A.Ş. / Koç Holding,Grundig,Dryer,SKU-49349,,,,57,1183,347.7754677754678,,False,True
227,Arçelik A.Ş. / Koç Holding,Grundig,Freezer,SKU-40312,,,,57,1228,351.4947368421053,,False,True
228,Viking Range Corporation / The Middleby Corporation,Viking,Dish Washer,SKU-61259,,,,57,1223,350.4077253218884,,False,True
229,AB Electrolux / Investor AB,Alpeninox,Kettle,SKU-70505,250.0,W,low,63,1193,349.02286902286903,-99.02286902286903,True,True
230,"Indesit Company, Whirlpool Corporation",Scholtès,Dryer,SKU-42056,,,,49,1183,347.7754677754678,,False,True
231,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Refrigerator,SKU-42872,325.0,W,low,63,1145,353.9111111111111,-28.911111111111097,True,True
232,GlenDimplex,Faber,Kettle,SKU-96174,,,,68,1193,349.02286902286903,,False,True
233,GlenDimplex,Faber,Washer,SKU-20467,120.0,W,low,68,1176,347.4403470715835,-227.44034707158352,True,True
234,AB Electrolux / Investor AB,Parkinson Cowan,Stove,SKU-39629,,,,62,1188,359.6288209606987,,False,True
235,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Dish Washer,SKU-80900,250.0,W,low,56,1223,350.4077253218884,-100.40772532188839,True,True
236,Whirlpool Corporation,Consul,Freezer,SKU-38189,400.0,W,low,71,1228,351.4947368421053,48.50526315789472,True,True
237,AB Electrolux / Investor AB,Gafa,Kettle,SKU-31596,,,,69,1193,349.02286902286903,,False,True
238,AB Electrolux / Investor AB,Tricity Bendix,Stove,SKU-24118,475.0,W,low,70,1188,359.6288209606987,115.3711790393013,True,True
239,Dayou Group,Daewoo,Refrigerator,SKU-6125,,,,67,1145,353.9111111111111,,False,True
240,Whirlpool Corporation,Admiral,Freezer,SKU-70104,,,,77,1228,351.4947368421053,,False,True
241,AB Electrolux / Investor AB,Fensa,Dish Washer,SKU-41814,,,,71,1223,350.4077253218884,,False,True
242,AB Electrolux / Investor AB,AEG,Dryer,SKU-33150,,,,55,1183,347.7754677754678,,False,True
243,Meneghetti S.p.A,Fulgor Milano,Dryer,SKU-11351,500.0,W,low,65,1183,347.7754677754678,152.2245322245322,True,True
244,AB Electrolux / Investor AB,AEG,Stove,SKU-31120,,,,55,1188,359.6288209606987,,False,True
245,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Freezer,SKU-70289,120.0,W,low,72,1228,351.4947368421053,-231.49473684210528,True,True
246,Whirlpool Corporation,Indesit Company,Toaster,SKU-25615,,,,55,1204,355.70175438596493,,False,True
247,Candy Group,Süsler,Kettle,SKU-89938,,,,71,1193,349.02286902286903,,False,True
248,"LG Electronics, LG Corporation",LG,Kettle,SKU-64811,,,,61,1193,349.02286902286903,,False,True
249,AB Electrolux / Investor AB,Dometic,Refrigerator,SKU-68204,500.0,W,low,59,1145,353.9111111111111,146.0888888888889,True,True
250,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Stove,SKU-21374,425.0,W,low,46,1188,359.6288209606987,65.3711790393013,True,True
251,Candy Group,Rosières,Freezer,SKU-16304,,,,68,1228,351.4947368421053,,False,True
252,Miele & Cie. KG,Miele,Stove,SKU-29188,,,,73,1188,359.6288209606987,,False,True
253,Mondragon Corporation,Brandt,Freezer,SKU-12472,,,,60,1228,351.4947368421053,,False,True
254,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Toaster,SKU-87524,425.0,W,low,49,1204,355.70175438596493,69.29824561403507,True,True
255,IKEA,IKEA,Kettle,SKU-85825,,,,79,1193,349.02286902286903,,False,True
256,Candy Group,Hoover,Stove,SKU-77701,,,,62,1188,359.6288209606987,,False,True
257,Whirlpool Corporation,Indesit Company,Kettle,SKU-32922,120.0,W,low,55,1193,349.02286902286903,-229.02286902286903,True,True
258,De’Longhi S.p.A,DeLonghi,Stove,SKU-9853,400.0,W,low,62,1188,359.6288209606987,40.371179039301296,True,True
259,AB Electrolux / Investor AB,Parkinson Cowan,Washer,SKU-26379,475.0,W,low,62,1176,347.4403470715835,127.55965292841648,True,True
260,AB Electrolux / Investor AB,Electrolux ICON,Stove,SKU-6189,425.0,W,low,62,1188,359.6288209606987,65.3711790393013,True,True
261,Whirlpool Corporation,Consul,Kettle,SKU-69047,300.0,W,low,71,1193,349.02286902286903,-49.02286902286903,True,True
262,AB Electrolux / Investor AB,AEG,Washer,SKU-62117,,,,55,1176,347.4403470715835,,False,True
263,Amica Wronki S.A,Amica,Washer,SKU-99098,400.0,W,low,66,1176,347.4403470715835,52.55965292841648,True,True
264,Whirlpool Corporation,Roper,Freezer,SKU-93071,300.0,W,low,72,1228,351.4947368421053,-51.49473684210528,True,True
265,Liebherr Group,Liebherr,Washer,SKU-38320,425.0,W,low,80,1176,347.4403470715835,77.55965292841648,True,True
266,AB Electrolux / Investor AB,FAure,Freezer,SKU-8944,,,,58,1228,351.4947368421053,,False,True
267,AB Electrolux / Investor AB,Castor,Refrigerator,SKU-83672,325.0,W,low,68,1145,353.9111111111111,-28.911111111111097,True,True
268,Gorenje,Etna,Washer,SKU-80758,475.0,W,low,63,1176,347.4403470715835,127.55965292841648,True,True
269,Whirlpool Corporation,Roper,Toaster,SKU-56687,300.0,W,low,72,1204,355.70175438596493,-55.70175438596493,True,True
270,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Washer,SKU-29514,,,,64,1176,347.4403470715835,,False,True
271,AB Electrolux / Investor AB,White-Westinghouse,Dish Washer,SKU-42424,,,,65,1223,350.4077253218884,,False,True
272,GlenDimplex,Campo,Toaster,SKU-33073,,,,74,1204,355.70175438596493,,False,True
273,Whirlpool Corporation,KitchenAid,Washer,SKU-19346,300.0,W,low,79,1176,347.4403470715835,-47.44034707158352,True,True
274,AB Electrolux / Investor AB,Dometic,Washer,SKU-65290,,,,59,1176,347.4403470715835,,False,True
275,Candy Group,Otsein Hoover,Dish Washer,SKU-88704,,,,70,1223,350.4077253218884,,False,True
276,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Kettle,21346,,,,73,1193,349.02286902286903,,False,True
277,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Dryer,SKU-19328,,,,63,1183,347.7754677754678,,False,True
278,Arçelik A.Ş. / Koç Holdin,Arstil,Dish Washer,SKU-12038,250.0,W,low,50,1223,350.4077253218884,-100.40772532188839,True,True
279,"Indesit Company, Whirlpool Corporation",Termogamma,Dish Washer,SKU-36666,,,,56,1223,350.4077253218884,,False,True
280,Whirlpool Corporation,KitchenAid India,Freezer,SKU-80214,,,,70,1228,351.4947368421053,,False,True
281,Candy Group,Süsler,Refrigerator,SKU-85345,120.0,W,low,71,1145,353.9111111111111,-233.9111111111111,True,True
282,Mondragon Corporation,De Dietrich,Washer,SKU-22009,,,,67,1176,347.4403470715835,,False,True
283,GlenDimplex,Campo,Kettle,SKU-95705,,,,74,1193,349.02286902286903,,False,True
284,Whirlpool Corporation,Acros,Freezer,SKU-20352,,,,74,1228,351.4947368421053,,False,True
285,Candy Group,Zerowatt,Kettle,SKU-33370,475.0,W,low,58,1193,349.02286902286903,125.97713097713097,True,True
286,AB Electrolux / Investor AB,Philco,Stove,SKU-4441,300.0,W,low,67,1188,359.6288209606987,-59.628820960698704,True,True
287,AB Electrolux / Investor AB,Atlas,Refrigerator,SKU-33675,,,,63,1145,353.9111111111111,,False,True
288,IKEA,IKEA,Refrigerator,SKU-57848,,,,79,1145,353.9111111111111,,False,True
289,Home Retail Group plc / J Sainsbury plc,Bush,Washer,SKU-68387,,,,63,1176,347.4403470715835,,False,True
290,Whirlpool Corporation,Gladiator GarageWorks,Refrigerator,SKU-26243,,,,68,1145,353.9111111111111,,False,True
291,"LG Electronics, LG Corporation",LG,Washer,SKU-34667,,,,61,1176,347.4403470715835,,False,True
292,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Dish Washer,SKU-75061,,,,63,1223,350.4077253218884,,False,True
293,Whirlpool Corporation,Jenn-Air,Dish Washer,SKU-6983,,,,59,1223,350.4077253218884,,False,True
294,AB Electrolux / Investor A,Chef,Refrigerator,SKU-58890,,,,67,1145,353.9111111111111,,False,True
295,Gorenje,Gorenje,Washer,SKU-44547,,,,59,1176,347.4403470715835,,False,True
296,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Freezer,SKU-38614,475.0,W,low,63,1228,351.4947368421053,123.50526315789472,True,True
297,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Washer,SKU-8390,325.0,W,low,46,1176,347.4403470715835,-22.440347071583517,True,True
298,Candy Group,Iberna,Washer,SKU-1479,,,,72,1176,347.4403470715835,,False,True
299,AB Electrolux / Investor AB,Atlas,Refrigerator,SKU-5445,,,,63,1145,353.9111111111111,,False,True
300,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Refrigerator,SKU-82688,,,,73,1145,353.9111111111111,,False,True
301,Whirlpool Corporation,Roper,Dish Washer,SKU-42155,,,,72,1223,350.4077253218884,,False,True
302,Mondragon Corporation,De Dietrich,Dryer,SKU-51321,,,,67,1183,347.7754677754678,,False,True
303,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Refrigerator,SKU-93067,,,,80,1145,353.9111111111111,,False,True
304,GlenDimplex,Stoves,Washer,SKU-14920,,,,60,1176,347.4403470715835,,False,True
305,Arçelik A.Ş. / Koç Holdin,Beko,Washer,SKU-16252,,,,72,1176,347.4403470715835,,False,True
306,"Indesit Company, Whirlpool Corporation",Termogamma,Toaster,SKU-42228,,,,56,1204,355.70175438596493,,False,True
307,AB Electrolux / Investor AB,Prosdócimo,Washer,SKU-13138,425.0,W,low,52,1176,347.4403470715835,77.55965292841648,True,True
308,Currys / Dixons Carphone plc,Logik,Kettle,SKU-99116,,,,71,1193,349.02286902286903,,False,True
309,Home Retail Group plc / J Sainsbury plc,Bush,Dryer,SKU-96499,,,,63,1183,347.7754677754678,,False,True
310,Arçelik A.Ş. / Koç Holding,Altus,Dish Washer,SKU-81401,,,,56,1223,350.4077253218884,,False,True
311,Whirlpool Corporation,Amana,Stove,SKU-30797,,,,56,1188,359.6288209606987,,False,True
312,AB Electrolux / Investor AB,REX-Electrolux,Washer,SKU-20201,250.0,W,low,75,1176,347.4403470715835,-97.44034707158352,True,True
313,"Hotpoint, Whirlpool Corporation",Hotpoint,Dish Washer,SKU-29828,250.0,W,low,53,1223,350.4077253218884,-100.40772532188839,True,True
314,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Dish Washer,SKU-35932,325.0,W,low,71,1223,350.4077253218884,-25.407725321888393,True,True
315,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Kettle,SKU-94681,300.0,W,low,63,1193,349.02286902286903,-49.02286902286903,True,True
316,Whirlpool Corporation,Gladiator GarageWorks,Dish Washer,SKU-63095,,,,68,1223,350.4077253218884,,False,True
317,AB Electrolux / Investor AB,AEG,Stove,SKU-76641,400.0,W,low,55,1188,359.6288209606987,40.371179039301296,True,True
318,John Lewis Partnership,John Lewis,Stove,SKU-87749,325.0,W,low,47,1188,359.6288209606987,-34.628820960698704,True,True
319,The Middleby Corporation,Marvel,Dish Washer,SKU-75662,,,,54,1223,350.4077253218884,,False,True
320,AB Electrolux / Investor AB,Prosdócimo,Refrigerator,SKU-4343,,,,52,1145,353.9111111111111,,False,True
321,AB Electrolux / Investor AB,Gafa,Refrigerator,SKU-54393,,,,69,1145,353.9111111111111,,False,True
322,IKEA,IKEA,Refrigerator,SKU-96273,,,,79,1145,353.9111111111111,,False,True
323,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Stove,SKU-25774,,,,57,1188,359.6288209606987,,False,True
324,"Indesit Company, Whirlpool Corporation",Stinol,Refrigerator,SKU-90612,,,,58,1145,353.9111111111111,,False,True
325,GlenDimplex,Nobo,Dish Washer,SKU-73418,425.0,W,low,67,1223,350.4077253218884,74.59227467811161,True,True
326,Gorenje,Pelgrim,Refrigerator,SKU-46436,300.0,W,low,63,1145,353.9111111111111,-53.9111111111111,True,True
327,GlenDimple,Belling,Stove,SKU-37503,425.0,W,low,62,1188,359.6288209606987,65.3711790393013,True,True
328,AB Electrolux / Investor AB,Philco,Kettle,SKU-10239,,,,67,1193,349.02286902286903,,False,True
329,AB Electrolux / Investor AB,Zanker,Toaster,SKU-10043,120.0,W,low,67,1204,355.70175438596493,-235.70175438596493,True,True
330,AB Electrolux / Investor AB,Lehel,Refrigerator,SKU-30785,,,,59,1145,353.9111111111111,,False,True
331,AB Electrolux / Investor AB,Zanussi,Toaster,SKU-7315,120.0,W,low,78,1204,355.70175438596493,-235.70175438596493,True,True
332,AB Electrolux / Investor AB,Atlas,Refrigerator,SKU-90917,,,,63,1145,353.9111111111111,,False,True
333,AB Electrolux / Investor AB,Olympic Group,Dryer,SKU-68134,,,,58,1183,347.7754677754678,,False,True
334,Fhiaba S.r.l,Fhibia,Freezer,SKU-60153,120.0,W,low,70,1228,351.4947368421053,-231.49473684210528,True,True
335,Gorenje,Pelgrim,Refrigerator,SKU-38844,120.0,W,low,63,1145,353.9111111111111,-233.9111111111111,True,True
336,Miele & Cie. KG,Miele,Freezer,SKU-6440,475.0,W,low,73,1228,351.4947368421053,123.50526315789472,True,True
337,AB Electrolux / Investor AB,Zanker,Toaster,SKU-31227,425.0,W,low,67,1204,355.70175438596493,69.29824561403507,True,True
338,Whirlpool Corporation,Roper,Stove,SKU-11321,300.0,W,low,72,1188,359.6288209606987,-59.628820960698704,True,True
339,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Refrigerator,SKU-59198,,,,64,1145,353.9111111111111,,False,True
340,Mondragon Corporation,De Dietrich,Kettle,SKU-13899,,,,67,1193,349.02286902286903,,False,True
341,"LG Electronics, LG Corporation",LG,Dryer,SKU-5678,,,,61,1183,347.7754677754678,,False,True
342,Candy Group,Zerowatt,Dryer,SKU-51562,,,,58,1183,347.7754677754678,,False,True
343,AB Electrolux / Investor AB,Fensa,Freezer,SKU-33689,,,,71,1228,351.4947368421053,,False,True
344,Samsung Group,Samsung,Dryer,SKU-12021,300.0,W,low,50,1183,347.7754677754678,-47.7754677754678,True,True
345,Arçelik A.Ş. / Koç Holding,Dawlance,Dryer,SKU-85614,,,,63,1183,347.7754677754678,,False,True
346,Whirlpool Corporation,Estate,Freezer,SKU36470,,,,81,1228,351.4947368421053,,False,True
347,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Washer,SKU-46959,,,,61,1176,347.4403470715835,,False,True
348,AB Electrolux / Investor AB,Parkinson Cowan,Stove,SKU-36081,,,,62,1188,359.6288209606987,,False,True
349,"Indesit Company, Whirlpool Corporation",Scholtès,Dish Washer,SKU-78442,,,,49,1223,350.4077253218884,,False,True
350,Whirlpool Corporation,Polar,Toaster,SKU-16327,500.0,W,low,66,1204,355.70175438596493,144.29824561403507,True,True
351,"Indesit Company, Whirlpool Corporation",Stinol,Dryer,SKU-11003,425.0,W,low,58,1183,347.7754677754678,77.2245322245322,True,True
352,AB Electrolux / Investor AB,REX-Electrolux,Stove,SKU-8035,425.0,W,low,75,1188,359.6288209606987,65.3711790393013,True,True
353,GlenDimplex,Nobo,Washer,SKU-46135,500.0,W,low,67,1176,347.4403470715835,152.55965292841648,True,True
354,AB Electrolux / Investor AB,Arthur Martin,Dish Washer,SKU-98423,400.0,W,low,60,1223,350.4077253218884,49.59227467811161,True,True
355,Candy Group,Vyatka,Washer,SKU-30540,,,,73,1176,347.4403470715835,,False,True
356,AB Electrolux / Investor AB,Electrolux,Refrigerator,SKU-95873,,,,74,1145,353.9111111111111,,False,True
357,GlenDimplex,Technika,Kettle,SKU-53227,300.0,W,low,60,1193,349.02286902286903,-49.02286902286903,True,True
358,AB Electrolux / Investor AB,Fensa,Stove,SKU-92937,120.0,W,low,71,1188,359.6288209606987,-239.6288209606987,True,True
359,"Hotpoint, Whirlpool Corporation",Hotpoint,Stove,SKU-2451,,,,53,1188,359.6288209606987,,False,True
360,"Hotpoint, Whirlpool Corporation",Hotpoint,Refrigerator,SKU-56019,325.0,W,low,53,1145,353.9111111111111,-28.911111111111097,True,True
361,Candy Group,Zerowatt,Stove,SKU-5972,,,,58,1188,359.6288209606987,,False,True
362,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Stove,SKU-93832,,,,61,1188,359.6288209606987,,False,True
363,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Dish Washer,SKU-51849,,,,72,1223,350.4077253218884,,False,True
364,AB Electrolux / Investor AB,Zanussi,Refrigerator,SKU-27809,,,,78,1145,353.9111111111111,,False,True
365,AB Electrolux / Investor AB,Fensa,Toaster,SKU-26941,,,,71,1204,355.70175438596493,,False,True
366,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Refrigerator,SKU-67804,,,,62,1145,353.9111111111111,,False,True
367,Arçelik A.Ş. / Koç Holding,Defy,Dryer,SKU-17342,,,,74,1183,347.7754677754678,,False,True
368,Miele & Cie. KG,Miele,Washer,SKU-35647,,,,73,1176,347.4403470715835,,False,True
369,AB Electrolux / Investor AB,King,Kettle,SKU-78069,425.0,W,low,56,1193,349.02286902286903,75.97713097713097,True,True
370,"Indesit Company, Whirlpool Corporation",Stinol,Freezer,SKU-1314,,,,58,1228,351.4947368421053,,False,True
371,Whirlpool Corporation,Privileg,Freezer,SKU-7910,,,,51,1228,351.4947368421053,,False,True
372,Gorenje,Pelgrim,Freezer,SKU-58496,,,,63,1228,351.4947368421053,,False,True
373,AB Electrolux / Investor AB,Electrolux ICON,Washer,SKU-15043,,,,62,1176,347.4403470715835,,False,True
374,IKEA,IKEA,Dryer,SKU-78555,,,,79,1183,347.7754677754678,,False,True
375,Whirlpool Corporation,Consul,Freezer,SKU-93920,,,,71,1228,351.4947368421053,,False,True
376,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Refrigerator,SKU-11179,475.0,W,low,71,1145,353.9111111111111,121.0888888888889,True,True
377,Whirlpool Corporation,Brastemp,Toaster,SKU18071,120.0,W,low,68,1204,355.70175438596493,-235.70175438596493,True,True
378,Whirlpool Corporation,Gladiator GarageWorks,Freezer,SKU-35867,,,,68,1228,351.4947368421053,,False,True
379,Candy Group,Zerowatt,Toaster,SKU-22081,,,,58,1204,355.70175438596493,,False,True
380,AB Electrolux / Investor AB,Elektro Helios,Stove,SKU-15073,120.0,W,low,67,1188,359.6288209606987,-239.6288209606987,True,True
381,Smeg Group S.p.A,Bertazzoni,Freezer,SKU-12930,,,,57,1228,351.4947368421053,,False,True
382,Whirlpool Corporation,Estate,Toaster,SKU-12995,,,,81,1204,355.70175438596493,,False,True
383,Home Retail Group plc / J Sainsbury plc,Bush,Refrigerator,9234,475.0,W,low,63,1145,353.9111111111111,121.0888888888889,True,True
384,Whirlpool Corporation,Gladiator GarageWorks,Refrigerator,SKU-53139,,,,68,1145,353.9111111111111,,False,True
385,Candy Group,Iberna,Dryer,SKU-20807,400.0,W,low,72,1183,347.7754677754678,52.2245322245322,True,True
386,Whirlpool Corporation,Gladiator GarageWorks,Kettle,SKU-29908,,,,68,1193,349.02286902286903,,False,True
387,Whirlpool Corporatio,Ariston,Dish Washer,SKU-18163,,,,68,1223,350.4077253218884,,False,True
388,Whirlpool Corporation,Roper,Refrigerator,SKU-47692,,,,72,1145,353.9111111111111,,False,True
389,AB Electrolux / Investor AB,Fensa,Dryer,SKU-20175,425.0,W,low,71,1183,347.7754677754678,77.2245322245322,True,True
390,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Washer,SKU-81443,,,,64,1176,347.4403470715835,,False,True
391,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Dryer,SKU-74086,,,,63,1183,347.7754677754678,,False,True
392,Whirlpool Corporation,Roper,Kettle,SKU-71049,300.0,W,low,72,1193,349.02286902286903,-49.02286902286903,True,True
393,Whirlpool Corporation,Indesit Company,Washer,SKU-8878,,,,55,1176,347.4403470715835,,False,True
394,AB Electrolux / Investor A,Chef,Washer,SKU-3909,300.0,W,low,67,1176,347.4403470715835,-47.44034707158352,True,True
395,Arçelik A.Ş. / Koç Holding,Flavel,Kettle,SKU-83929,250.0,W,low,56,1193,349.02286902286903,-99.02286902286903,True,True
396,AB Electrolux / Investor AB,Gafa,Stove,SKU-97698,400.0,W,low,69,1188,359.6288209606987,40.371179039301296,True,True
397,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Washer,SKU-90829,250.0,W,low,63,1176,347.4403470715835,-97.44034707158352,True,True
398,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Dish Washer,SKU-28651,,,,62,1223,350.4077253218884,,False,True
399,AB Electrolux / Investor AB,White-Westinghouse,Washer,SKU-56253,,,,65,1176,347.4403470715835,,False,True
400,Whirlpool Corporation,Roper,Freezer,SKU-7548,,,,72,1228,351.4947368421053,,False,True
401,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Refrigerator,SKU-49538,325.0,W,low,57,1145,353.9111111111111,-28.911111111111097,True,True
402,Currys / Dixons Carphone plc,Logik,Kettle,SKU-91337,,,,71,1193,349.02286902286903,,False,True
403,Arçelik A.Ş. / Koç Holding,Defy,Dryer,SKU-97325,250.0,W,low,74,1183,347.7754677754678,-97.7754677754678,True,True
404,Whirlpool Corporation,Gladiator GarageWorks,Washer,SKU-72959,300.0,W,low,68,1176,347.4403470715835,-47.44034707158352,True,True
405,Arçelik A.Ş. / Koç Holding,Arçelik,Dish Washer,SKU-99421,,,,51,1223,350.4077253218884,,False,True
406,AB Electrolux / Investor AB,Simpson,Dryer,SKU-53869,,,,52,1183,347.7754677754678,,False,True
407,"Hotpoint, Whirlpool Corporation",Hotpoint,Refrigerator,SKU-5603,,,,53,1145,353.9111111111111,,False,True
408,De’Longhi S.p.A,DeLonghi,Toaster,SKU-93491,325.0,W,low,62,1204,355.70175438596493,-30.701754385964932,True,True
409,Candy Group,Hoover,Stove,SKU-97958,,,,62,1188,359.6288209606987,,False,True
410,Liebherr Group,Liebherr,Kettle,SKU-80201,,,,80,1193,349.02286902286903,,False,True
411,AB Electrolux / Investor AB,Mademsa,Washer,SKU-66915,,,,67,1176,347.4403470715835,,False,True
412,Whirlpool Corporation,Consul,Washer,SKU-37758,400.0,W,low,71,1176,347.4403470715835,52.55965292841648,True,True
